Brand,Name,Price (₹),Rating,Specs,Category
Tecno,"Tecno Pova Curve 5G (Magic Silver, 128 GB)",15999,460 Ratings & 88 Reviews,6 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display64MP Rear Camera | 13MP Front Camera5500 mAh BatteryDimensity 7300 Ultimate Processor1 Year Manufacturer Warranty for Handset,Mid-Range
realme,"realme 14 Pro+ 5G (Suede Grey, 256 GB)",31999,"9,511 Ratings & 1,345 Reviews",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Flagship
realme,"realme 14 Pro+ 5G (Pearl White, 256 GB)",31999,"9,511 Ratings & 1,345 Reviews",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Flagship
IQOO,"IQOO Neo 10R 5G (MoonKnight Titanium, 256 GB)",31798,239 Ratings & 22 Reviews,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6400 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Flagship
POCO,"POCO X7 Pro 5G (Nebula Green, 256 GB)",23999,"7,072 Ratings & 1,059 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP | 20MP Front Camera6550 mAh BatteryDimensity D8400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Mid-Range
Tecno,"Tecno Pova Curve 5G (Neon Cyan, 128 GB)",16999,392 Ratings & 76 Reviews,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display64MP Rear Camera | 13MP Front Camera5500 mAh BatteryDimensity 7300 Ultimate Processor1 Year Manufacturer Warranty for Handset,Mid-Range
realme,"realme 14 Pro+ 5G (Suede Grey, 256 GB)",34999,"5,472 Ratings & 681 Reviews",12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Flagship
IQOO,"IQOO Neo 10R 5G (MoonKnight Titanium, 256 GB)",28895,517 Ratings & 42 Reviews,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6400 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Mid-Range
vivo,"vivo T3 Ultra (Frost Green, 128 GB)",27999,"20,542 Ratings & 1,721 Reviews",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP + 8MP | 50MP Front Camera5500 mAh BatteryDimensity 9200+ Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid-Range
Samsung,Samsung SM-B310E,1299,11 Ratings & 1 Reviews,100 MB RAM | 100 MB ROM | Expandable Upto 100 MB4.57 cm (1.8 inch) VGA Display0MP | 0MP Front Camera800 mAh BatteryNA ProcessorNo Warranty,Budget
REDMI,"REDMI 14C 5G (Stargaze Black, 64 GB)",9499,"3,321 Ratings & 205 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
REDMI,"REDMI 14C 5G (Starlight Blue, 64 GB)",9499,"3,321 Ratings & 205 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Samsung,"Samsung Galaxy A16 5G (Blue Black, 128 GB)",14790,"2,045 Ratings & 103 Reviews",6 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories,Budget
Jio,Jio Bharat V2 -4g Phone,977,78 Ratings & 0 Reviews,24 MB RAM | 24 MB ROM | Expandable Upto 128 GB4.5 cm (1.77 inch) VGA Display0.3MP + 0.3MP1000 mAh Batterymediatek Processor1 Year Manufacturing Warranty,Budget
Infinix,"Infinix SMART 9 HD (Metallic Black, 64 GB)",6699,"2,661 Ratings & 195 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G50 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,Budget
Nokia,"Nokia 5310 DS Keypad Mobile, FM Radio,Camera with Flash (8 MB RAM)",1800,"10,944 Ratings & 816 Reviews",8 MB RAM | 16 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) Display0.3MP Rear Camera1200 mAh Lithium-ion BatteryMT6260A Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,Budget
REDMI,"REDMI A3X (Midnight Black, 128 GB)",6999,"4,917 Ratings & 227 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
itel,itel it2175 Pro | 2 inch Big Display | 1200 mAh Battery | Kingvoice,1249,"1,764 Ratings & 83 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) QVGA Display0.8MP + 0MP1200 mAh BatterySC6531E Processor13 Months Manufacturer Warranty,Budget
KARBONN,KARBONN K9,1353,392 Ratings & 21 Reviews,52 MB RAM | 32 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) QVGA Display2MP + 0MP | 2MP Front Camera1800 mAh Battery1 Year Manufacturer Warranty,Budget
itel,itel it2175 Pro | 2 inch Big Display | 1200 mAh Battery | Kingvoice,1249,"1,764 Ratings & 83 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) QVGA Display0.8MP + 0MP1200 mAh BatterySC6531E Processor13 months Manufacturer Warranty,Budget
REDMI,"REDMI A3X (Olive Green, 128 GB)",6999,"4,917 Ratings & 227 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Samsung,"Samsung Galaxy A16 5G (Gold, 128 GB)",14590,"2,045 Ratings & 103 Reviews",6 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories,Budget
realme,"realme P3 Pro 5G (Saturn Brown, 256 GB)",22999,"4,829 Ratings & 456 Reviews",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 2MP | 16MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid-Range
realme,"realme 14 Pro+ 5G (Pearl White, 512 GB)",37999,"5,472 Ratings & 681 Reviews",12 GB RAM | 512 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Flagship
IQOO,"IQOO Z9S 5G (Onyx Green, 256 GB)",21195,"7,268 Ratings & 467 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 50MP | 2MP Dual Front Camera5500 mAh BatteryMediaTek Dimensity 7300 5G Processor12 Months Brand Warranty on Smartphone,Mid-Range
IQOO,"IQOO Z10 5G (Stellar Black / Black, 128 GB)",21452,"1,148 Ratings & 76 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera7300 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid-Range
Infinix,"Infinix Note 50s 5G+ (Burgundy Red, 128 GB)",14999,45 Ratings & 3 Reviews,6 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 13MP Front Camera5500 mAh BatteryDimensity 7300 Ultimate Processor1 Year Warranty for Handset and 6 Months Warranty for Accessories,Budget
Samsung,"Samsung Galaxy A16 5G (Light Green, 128 GB)",15985,"2,870 Ratings & 175 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories,Mid-Range
realme,"realme P3 Pro 5G (Galaxy Purple, 128 GB)",21999,"4,829 Ratings & 456 Reviews",8 GB RAM | 128 GB ROM17.35 cm (6.83 inch) Display50MP + 2MP | 16MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid-Range
Samsung,"Samsung Galaxy S24 5G (Onyx Black, 128 GB)",46999,"5,292 Ratings & 335 Reviews",8 GB RAM | 128 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Flagship
Motorola,"Motorola e13 (Aurora Green, 64 GB)",6999,"1,07,321 Ratings & 7,796 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories,Budget
Tecno,"Tecno Pova Curve 5G (Geek Black, 128 GB)",15999,460 Ratings & 88 Reviews,6 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display64MP Rear Camera | 13MP Front Camera5500 mAh BatteryDimensity 7300 Ultimate Processor1 Year Manufacturer Warranty for Handset,Mid-Range
REDMI,"REDMI 14C 5G (Stargaze Black, 128 GB)",11499,"3,355 Ratings & 209 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Samsung,Samsung Guru 1200,1000,"3,658 Ratings & 283 Reviews",4 MB RAM | 10 MB ROM3.86 cm (1.52 inch) Display800 mAh BatteryNA,Budget
vivo,"vivo T3 Lite 5G (Vibrant Green, 128 GB)",10499,"69,014 Ratings & 2,310 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
vivo,"vivo T3 Lite 5G (Vibrant Green, 128 GB)",11499,"1,01,036 Ratings & 3,548 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
realme,"realme P3 Ultra 5G (Orion Red, 256 GB)",25999,"3,984 Ratings & 531 Reviews",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 8350 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid-Range
realme,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",23999,"3,984 Ratings & 531 Reviews",8 GB RAM | 128 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 8350 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid-Range
LAVA,LAVA Hero Shakti Keypad Mobile|1.8 inch Big Display|Auto Call Recording|Wireless FM,990,"2,852 Ratings & 173 Reviews",32 GB ROM4.57 cm (1.8 inch) Display800 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,Budget
POCO,"POCO X7 5G (Cosmic Silver, 256 GB)",18999,"9,020 Ratings & 888 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Mid-Range
Samsung,"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)",11499,"1,942 Ratings & 131 Reviews",4 GB RAM | 128 GB ROM16.91 cm (6.657 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Budget
POCO,"POCO M7 Pro 5G (Lunar Dust, 128 GB)",12999,"13,796 Ratings & 1,280 Reviews",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Nokia,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio",1339,"1,57,035 Ratings & 9,914 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) QVGA Display0MP Front Camera800 mAh Lithium Ion BatterySC6531E Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,Budget
Google,"Google Pixel 8a (Obsidian, 128 GB)",37999,"6,334 Ratings & 543 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP + 13MP | 13MP Front Camera4404 mAh BatteryTensor G3 Processor1 Year Domestic Warranty,Flagship
MOTOROLA,"MOTOROLA Edge 60 Pro (Pantone Dazzling Blue, 256 GB)",29999,"7,872 Ratings & 811 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 10MP | 50MP Front Camera6000 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid-Range
Samsung,Samsung SM 1207,984,"4,481 Ratings & 269 Reviews",32 MB RAM | 32 MB ROM3.81 cm (1.5 inch) Display800 mAh BatteryNo Brand Warranty,Budget
Tecno,"Tecno POP 9 4G (Magic Skin Green, 64 GB)",6899,14 Ratings & 1 Reviews,3 GB RAM | 64 GB ROM16.94 cm (6.67 inch) Display13MP Rear Camera5000 mAh BatteryDomestic Warranty Of 1 Year For Handset And 6 Month For Accessories,Budget
OnePlus,"OnePlus Nord CE4 (Celadon Marble, 256 GB)",23641,"23,036 Ratings & 1,302 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5500 mAh BatteryOxygenOS 14.0 ProcessorDomestic Warranty 1 Year For Handset And 6 month For Accessories.,Mid-Range
IQOO,"IQOO z9x (Storm Grey, 128 GB)",12990,"9,534 Ratings & 486 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryQualcomm SM6450 Snapdragon 6 Gen 1 Processor1 Year on Handset and 6 Months on Accessories,Budget
Apple,"Apple iPhone 16 Plus (Black, 128 GB)",84900,"2,700 Ratings & 161 Reviews","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",Flagship
POCO,"POCO C71 (Power Black, 128 GB)",6999,"5,122 Ratings & 317 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.48 cm (6.88 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5200 mAh BatteryUnisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",Budget
Nokia,"Nokia 125 Dual SIM Feature Mobile, Wireless FM Radio and Built-in Torch",1199,"11,136 Ratings & 681 Reviews",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display1020 mAh Lithium-ion BatteryMediaTek Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,Budget
Motorola,"Motorola g45 5G (Pink Lavender, 128 GB)",10999,"45,149 Ratings & 2,836 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 6s Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,Budget
Samsung,"Samsung Galaxy S24 FE 5G (Blue, 256 GB)",45999,"9,724 Ratings & 834 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4700 mAh BatteryExynos 2400e Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Flagship
Jio,Jio Bharat B2,1589,"2,758 Ratings & 130 Reviews",36 MB RAM | 36 MB ROM | Expandable Upto 128 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera2000 mAh Batteryone year brand waranty,Budget
Motorola,"Motorola Edge 50 Fusion (Forest Green, 256 GB)",20999,"1,51,000 Ratings & 10,527 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,Mid-Range
realme,"realme P1 Speed 5G (Brushed Blue, 128 GB)",14487,"2,421 Ratings & 260 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
realme,"realme P3 Ultra 5G (Orion Red, 256 GB)",26999,"1,150 Ratings & 153 Reviews",12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 8350 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid-Range
realme,"realme P3 Pro 5G (Saturn Brown, 256 GB)",23999,"1,169 Ratings & 113 Reviews",12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 2MP | 16MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid-Range
Infinix,"Infinix Hot 50 5G (Sage Green, 128 GB)",9499,"5,350 Ratings & 401 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display48MP + Depth Sensor | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryDimensity 6300 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,Budget
Infinix,"Infinix Hot 50 5G (Dreamy Purple, 128 GB)",9499,"5,350 Ratings & 401 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display48MP + Depth Sensor | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryDimensity 6300 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,Budget
Nokia,Nokia 110 4G,2399,"1,060 Ratings & 65 Reviews",32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.08MP Rear Camera1450 mAh BatteryT107 ProcessorNo Warranty on this Product,Budget
hmd,hmd 105 Dual Sim,1142,"1,684 Ratings & 147 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) Display1000 mAh BatterySC6531E Processor1 Year Replacement.,Budget
realme,"realme P1 Speed 5G (Textured Titanium, 128 GB)",14999,"2,421 Ratings & 260 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
OnePlus,"OnePlus Nord CE4 (Celadon Marble, 128 GB)",21956,"23,036 Ratings & 1,302 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5500 mAh BatteryOxygenOS 14.0 ProcessorDomestic Warranty 1 Year For Handset And 6 month For Accessories.,Mid-Range
Samsung,"Samsung Galaxy S24 5G (Marble Gray, 128 GB)",46999,"5,292 Ratings & 335 Reviews",8 GB RAM | 128 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Flagship
Infinix,"Infinix Hot 50 5G (Vibrant Blue, 128 GB)",10499,"17,083 Ratings & 1,228 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display48MP + Depth Sensor | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryDimensity 6300 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,Budget
Infinix,"Infinix Hot 50 5G (Sage Green, 128 GB)",10499,"17,083 Ratings & 1,228 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display48MP + Depth Sensor | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryDimensity 6300 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,Budget
Infinix,"Infinix Hot 50 5G (Sleek Black, 128 GB)",10499,"17,083 Ratings & 1,228 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display48MP + Depth Sensor | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryDimensity 6300 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,Budget
Apple,"Apple iPhone 14 (Starlight, 256 GB)",64999,"3,12,743 Ratings & 11,681 Reviews","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",Flagship
Apple,"Apple iPhone 15 (Blue, 128 GB)",64900,"2,60,163 Ratings & 9,354 Reviews","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",Flagship
Apple,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",122900,"2,148 Ratings & 116 Reviews","256 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",Flagship
